Unnamed: 0,년도,클럽명,선수명,출전시간,득점,도움,슈팅,스로인,드리블 시도,키패스,전방 패스 시도,횡패스 시도,공격지역패스 시도,수비지역패스 시도,중앙지역패스 시도,롱패스,숏패스 시도,크로스 시도,경합 지상 시도,경합 공중 시도,태클 시도,클리어링,인터셉트,차단,블락,파울,피파울,Position,Role,Detailed Role
513,2022,전북,이범수,277,0,0,0,0,0,0,60,57,0,117,0,94,23,0,0,0,0,4,19,1,0,0,0,GK,GK,Goalkeeper
514,2022,전북,최보경,539,0,0,2,2,0,0,182,201,12,169,230,260,151,2,10,14,8,25,22,12,8,4,0,DF,CB,Aggressor
515,2022,전북,송민규,1573,3,3,27,12,16,19,119,184,226,30,170,120,306,29,46,47,39,8,13,13,20,10,21,FW,CF,Target
516,2022,전북,한교원,1077,5,0,28,0,26,5,49,120,129,16,105,68,182,34,34,24,18,4,12,6,26,11,16,FW,WF,Wide Threat
517,2022,전북,송범근,3362,0,0,0,2,0,3,686,366,7,1045,4,820,236,0,1,0,1,33,137,0,8,0,3,GK,GK,Goalkeeper
518,2022,전북,쿠니모토,1133,4,1,11,30,7,15,295,246,195,84,483,282,480,63,28,27,33,19,25,21,12,18,11,FW,WF,Unlocker
519,2022,전북,류재문,1622,1,1,12,1,1,8,279,510,107,228,601,508,428,3,39,71,51,57,52,36,47,23,6,MF,CAM,Creator
520,2022,전북,김보경,1601,2,3,22,6,16,26,192,319,240,66,350,254,402,60,52,49,42,15,31,20,26,30,30,FW,WF,Unlocker
521,2022,전북,김진수,2639,2,3,31,220,21,22,523,384,295,246,738,590,689,105,62,71,45,80,106,58,64,21,27,DF,FB,Safety
522,2022,전북,김진규,1903,2,1,36,7,6,18,320,487,229,136,699,466,598,57,29,36,35,39,44,38,44,33,6,MF,CDM,Box to Box
523,2022,전북,바로우,2156,13,6,36,6,42,29,139,178,246,37,192,140,335,93,63,66,32,19,13,31,36,25,29,FW,WF,Wide Threat
524,2022,전북,조규성,2607,17,5,96,9,24,33,140,296,321,24,351,203,493,49,118,234,17,39,24,1,14,45,56,FW,CF,Roamer
525,2022,전북,이용,1805,0,2,3,146,7,22,522,450,175,277,744,703,493,131,46,60,52,72,69,63,41,25,12,DF,FB,Progressor
526,2022,전북,윤영선,1654,0,0,3,1,0,0,347,442,8,416,426,545,305,0,32,92,18,109,54,24,41,9,8,DF,CB,Aggressor
527,2022,전북,맹성웅,1283,0,2,6,1,9,5,202,344,93,119,451,338,325,11,22,45,48,39,44,37,25,35,30,MF,CAM,Box crasher
528,2022,전북,김문환,2519,1,2,12,231,13,13,441,531,353,250,745,459,889,59,50,53,65,64,83,48,72,16,22,DF,FB,Safety
529,2022,전북,박규민,284,1,0,5,0,4,0,25,16,22,6,34,17,45,1,13,12,5,4,9,8,9,5,8,DF,CB,SCB
530,2022,전북,문선민,999,1,2,21,2,29,7,52,101,126,8,100,62,172,27,36,25,21,5,11,8,10,12,16,FW,WF,Wide Threat
531,2022,제주,김봉수,2633,0,1,4,33,10,7,759,908,223,415,1296,823,1111,31,77,111,80,92,143,82,81,20,34,MF,CAM,Creator
532,2022,제주,유연수,242,0,0,0,0,0,0,48,6,0,49,5,40,14,0,0,0,0,0,14,0,0,0,1,GK,GK,Goalkeeper
533,2022,제주,김오규,2773,1,0,6,4,3,4,839,1070,91,563,1360,1050,964,10,46,150,50,199,176,55,87,20,21,DF,CB,Aggressor
534,2022,제주,김동준,3042,0,0,0,2,0,3,668,230,0,873,25,760,138,0,0,1,2,28,151,3,6,1,7,GK,GK,Goalkeeper
535,2022,제주,윤빛가람,1143,3,2,24,2,3,18,226,468,164,86,595,389,456,71,19,17,24,11,42,24,30,10,5,MF,CDM,Distributor
536,2022,제주,이창민,2542,3,4,86,1,17,37,622,755,450,104,1218,793,979,169,51,29,54,25,63,39,46,30,16,MF,CDM,Distributor
537,2022,제주,이지솔,384,0,0,1,0,0,0,85,86,22,27,142,95,96,2,17,40,9,25,15,18,11,5,4,MF,CAM,Creator
538,2022,제주,김주공,1537,5,4,36,4,15,22,79,198,200,26,167,120,273,39,47,73,28,8,20,21,16,16,32,FW,WF,Wide Threat
539,2022,제주,변경준,216,0,0,2,13,1,0,13,37,32,8,37,21,56,17,8,11,10,6,4,2,6,4,4,FW,WF,Unlocker
540,2022,제주,한종무,553,1,0,5,0,4,4,49,107,49,17,158,83,141,4,13,15,20,5,8,10,8,7,3,MF,CDM,Box to Box
541,2022,제주,서진수,1383,5,0,22,14,35,15,149,172,178,34,236,138,310,45,52,61,48,18,24,13,18,12,24,FW,WF,Wide Threat
542,2022,제주,구자철,240,1,1,8,0,1,3,51,67,35,23,95,71,82,1,6,10,7,2,5,4,1,5,6,MF,CDM,Distributor
543,2022,제주,김명순,409,0,0,1,55,5,3,88,82,86,40,129,86,169,10,13,10,15,7,12,12,15,5,6,FW,WF,Unlocker
544,2022,제주,진성욱,882,2,1,20,0,7,7,50,96,92,10,93,52,143,13,36,81,21,3,8,3,9,20,18,FW,CF,Roamer
545,2022,제주,주민규,2810,17,7,98,2,6,31,199,226,271,17,359,179,468,9,128,279,28,18,10,8,13,20,41,FW,CF,Roamer
546,2022,제주,안태현,318,0,1,1,23,1,1,86,59,70,26,118,67,147,20,14,10,10,8,9,11,14,2,3,FW,WF,Unlocker
547,2022,제주,안현범,2602,1,0,21,233,31,23,306,429,469,129,581,360,819,113,52,70,42,69,46,34,48,23,29,DF,FB,Safety
548,2022,제주,조나탄 링,1425,5,2,36,20,24,20,154,233,265,31,264,201,359,53,46,52,26,5,14,17,12,16,9,FW,WF,Wide Threat
549,2022,제주,제르소,2837,8,7,63,12,81,33,126,271,301,32,231,160,404,104,110,68,75,9,30,35,45,62,57,FW,WF,Wide Threat
550,2022,제주,최영준,3355,0,1,14,9,4,13,755,1138,399,296,1596,949,1342,28,65,97,124,67,134,103,109,42,41,MF,CAM,Creator
551,2022,제주,김근배,390,0,0,0,0,0,0,78,42,0,118,2,107,13,0,1,0,0,3,24,3,1,0,0,GK,GK,Goalkeeper
552,2022,제주,김경재,1322,0,0,1,16,4,2,266,509,47,251,544,475,367,7,42,82,22,71,71,23,41,16,12,DF,CB,Aggressor
553,2022,제주,조성준,1818,0,5,7,85,15,22,205,308,286,102,399,240,547,55,44,51,42,27,45,39,31,9,21,FW,WF,Unlocker
554,2022,제주,김범수,472,1,0,8,0,10,2,28,38,41,7,42,28,62,12,23,16,25,1,3,14,5,15,4,FW,WF,Wide Threat
555,2022,제주,정운,3069,0,2,9,27,1,10,724,1107,216,461,1422,1174,925,36,88,237,37,211,175,57,93,17,30,DF,CB,Aggressor
556,2022,제주,정우재,2355,0,1,14,224,25,16,397,523,483,191,625,477,822,73,45,69,40,62,84,48,47,11,12,DF,FB,Safety
557,2022,충남아산,최범경,1583,1,2,22,6,8,34,167,214,244,40,223,169,338,92,32,72,15,9,26,11,16,14,12,FW,WF,Unlocker
558,2022,충남아산,이학민,1850,2,1,24,250,36,16,434,307,333,164,433,387,543,100,31,61,70,78,81,53,57,27,20,DF,FB,Safety
559,2022,충남아산,김혜성,816,0,0,10,0,1,1,123,197,69,35,255,179,180,8,13,110,11,60,58,12,34,12,9,MF,CAM,Box crasher
560,2022,충남아산,이재성,1852,0,0,11,5,0,1,254,364,5,257,397,500,159,1,39,150,20,136,85,26,52,13,14,DF,CB,Spreader
561,2022,충남아산,박철우,1402,1,0,18,154,29,9,288,186,201,89,274,264,300,92,43,49,49,56,48,44,41,24,13,DF,FB,Safety
562,2022,충남아산,양정운,216,0,0,3,0,12,0,13,16,22,3,15,10,30,7,12,8,2,3,2,7,2,5,6,FW,WF,Wide Threat
563,2022,충남아산,김종국,322,0,0,2,1,2,1,50,55,23,13,90,66,60,11,5,19,10,16,17,5,8,6,5,MF,CAM,Box crasher
564,2022,충남아산,유준수,433,0,0,1,0,0,1,64,64,5,34,99,94,44,1,8,28,12,19,19,10,10,0,1,DF,CB,SCB
565,2022,충남아산,이호인,1578,0,1,2,14,1,8,283,222,49,129,386,352,212,21,33,77,10,104,85,28,35,18,5,DF,CB,SCB
566,2022,충남아산,김강국,3218,5,3,47,0,3,28,481,546,329,128,857,647,667,151,56,138,65,86,142,49,67,36,35,MF,CDM,Box to Box
